massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row286	200.0543655189308	9.03911797825918	0.22124793590893105	-1.64078564045779	1364
row287	236.07285153865814	10.871250902928736	0.22124793590893105	-1.64073987191881	3945
row288	154.06922872442948	6.7642653449454535	0.22124793590893105	1.6389809592188302	716
row289	732.5535802706868	3.2473380615888936	0.22124793590893105	-1.63735513269962	2863
row290	90.05497520848324	11.795002021808903	0.223525039572198	-1.63042199823904	67
row291	242.2840959649337	6.711016648390538	0.22421347910654	-1.62711578311021	1844
row292	160.09684693185906	6.718471265040367	0.224352745313274	-1.62505846393275	824
row293	248.14916821183832	9.477529284089897	0.228311229510714	-1.61441539480282	1908
row294	265.11811306602084	6.7113218514429605	0.22841035469946205	-1.6124554457079898	2038
row295	146.09245501624213	11.939703877488064	0.22971630248452105	1.6078080221138302	602
row296	344.22783126831047	4.196602546648147	0.231141185022173	-1.6029111271071002	2478
row297	175.00174867784654	9.034963602112628	0.241704322519307	-1.57815194229054	1016
row298	136.04823260240153	8.55757372318557	0.241704322519307	-1.57643469394912	460
row299	239.12776327824244	3.5980156343491454	0.242984865517414	-1.5719623799514195	1819
row300	204.95096496055862	9.664394622912038	0.243949341333915	-1.56817486859559	1432
row301	232.1179187877758	6.709327914186286	0.255870211901482	1.5415386470966297	1751
row302	87.07891917228699	11.710339667684732	0.256416727402051	-1.53867763994403	58
row303	163.1158139078241	10.741886162778137	0.256938801229964	1.53527868943239	859
row304	664.4566946847099	3.0782823071933034	0.256938801229964	1.53171001058429	2825
row305	138.04918062364732	9.040450575617706	0.256938801229964	-1.53004235611505	488
row306	729.5899542150363	3.3867628619054773	0.256938801229964	-1.52907129726659	2855
row307	164.1194361636513	10.739304313103368	0.256938801229964	1.52896643436277	877
row308	315.23586303710937	4.37261360318924	0.257187748688275	-1.5267403108679	2378
row309	209.1536945615496	3.6098660419416637	0.271766973291729	-1.4942348698597698	1468
row310	159.0277862548828	9.033752571187769	0.271766973291729	-1.49401690345848	789
row311	266.12151918572897	4.457116633649044	0.274629853925625	-1.4866820292670602	2043
row312	148.06041998612253	11.758435423886752	0.27761007151719497	1.4781806137206102	630
row313	329.17396462930213	10.399945148874666	0.27761007151719497	-1.47744048755179	2425
row314	133.09902106391058	9.288055979177491	0.27980006684442105	-1.47148763475597	436
row315	118.0498737700998	9.115662447830116	0.284315466718664	1.46024089705566	229
row316	184.09689919607982	6.711114175196259	0.284315466718664	-1.45939599598221	4854
row317	187.09654182111717	6.709446793269004	0.28485167119111104	-1.4566600535095	1174
row318	289.05334899902346	9.967245660668516	0.28779321908535604	-1.449363783954	2242
row319	163.10959444547953	10.740621976630173	0.28836704935819	1.4465687033936203	855
row320	256.17532649793117	4.382531537834295	0.292710161018924	-1.43669609496409	1976
row321	619.4907287597656	2.9279174575490163	0.293846229721481	-1.43286605825167	2803
row322	610.5042018605702	3.0140199443476803	0.297644960365891	-1.4241057999803897	2793
row323	343.29546718910086	4.114811878221094	0.301171863912713	1.4159069186836395	2476
row324	249.06096201578774	9.958255298709553	0.30205267023549703	-1.41258675786863	1909
row325	236.07293174050068	4.665164925814857	0.310744485294121	-1.3951410234910602	1798
row326	171.1016386783484	4.370239495754996	0.31830430371267604	-1.38000094290423	955
row327	133.06886759440104	11.573744911977107	0.318337438557482	1.37822597120066	427
row328	164.11646431370787	10.739677371317851	0.318822638664877	1.37565861744527	876
row329	592.4934650577911	2.9753157948839624	0.3204029917894881	-1.37117030836793	2779
row330	194.09249003092447	6.790092146384414	0.32659230407605	1.35867080393209	1295
row331	204.12314158121742	9.29506392193782	0.32799301315457696	-1.3545370273763702	1419
row332	297.24240404939	3.21416279389951	0.32998946542255203	-1.34782699988556	2286
row333	125.09614275322586	4.376784529503688	0.32998946542255203	-1.34767839339334	318
row334	342.2638501619038	4.150324388561455	0.33045080261625703	-1.3451803331137402	2469
row335	613.523046875	2.99142322571004	0.33184495887034804	-1.34108290892859	2798
row336	214.25295069597766	6.776713167048488	0.33422854025049104	-1.33530109518921	1544
row337	133.105275706241	9.284005343110543	0.339887077121632	1.32398987384482	437
row338	132.10193634033206	9.282681149935259	0.340816636600524	1.32072013507696	417
row339	185.11738916345544	4.386963264911018	0.34185359674412896	1.31727425692576	1149
row340	229.15470183523084	10.556936784077118	0.343871026675141	1.31218727134923	1713
row341	180.0655281278822	6.710781918318528	0.349169465778205	-1.30165014269383	3642
row342	188.12816047668457	6.711557944766732	0.349988161320338	1.29859446127481	1196
row343	138.05500683031585	9.885743170205384	0.351967163707489	-1.29362364464639	490
row344	239.13890497308037	6.702230234426535	0.35368530509670204	-1.2890949459128798	1821
